AA,A_GAME_DATE,D_SHOT_MADE,E_SHOT_TYPE,F_SHOT_SCORE,G_LOCX,H_LOCY,I_Streak,J_Count
1215,20190205.0,0.0,Jump Shot,3.0,110.0,247.0,4.0,1.0
2337,20181114.0,0.0,Jump Shot,3.0,-134.0,235.0,4.0,1.0
2893,20181107.0,0.0,Pullup Jump shot,3.0,180.0,461.0,4.0,1.0
4830,20181121.0,0.0,Jump Shot,3.0,210.0,143.0,4.0,1.0
4954,20190213.0,1.0,Jump Shot,3.0,63.0,238.0,4.0,1.0
9903,20190104.0,0.0,Jump Shot,3.0,228.0,31.0,4.0,1.0
11396,20181129.0,0.0,Jump Shot,3.0,-223.0,23.0,4.0,1.0
13867,20181121.0,1.0,Jump Shot,3.0,-219.0,20.0,4.0,1.0
14396,20190121.0,0.0,Pullup Jump shot,3.0,70.0,237.0,4.0,1.0
16606,20190330.0,0.0,Jump Shot,3.0,219.0,134.0,4.0,1.0
17629,20190324.0,0.0,Pullup Jump shot,3.0,157.0,217.0,4.0,1.0
20595,20181024.0,1.0,Jump Shot,3.0,155.0,235.0,4.0,1.0
20612,20181027.0,0.0,Jump Shot,3.0,114.0,239.0,4.0,1.0
20662,20181110.0,1.0,Jump Shot,3.0,-231.0,99.0,4.0,1.0
20682,20181111.0,1.0,Jump Shot,3.0,181.0,214.0,4.0,1.0
22050,20181119.0,1.0,Pullup Jump shot,3.0,103.0,246.0,4.0,1.0
23066,20181210.0,0.0,Pullup Jump shot,3.0,-139.0,203.0,4.0,1.0
23368,20190114.0,0.0,Jump Shot,3.0,-192.0,162.0,4.0,1.0
23749,20190309.0,0.0,Jump Shot,3.0,-236.0,21.0,4.0,1.0
24156,20181024.0,1.0,Jump Shot,3.0,119.0,230.0,4.0,1.0
24994,20181102.0,0.0,Jump Shot,3.0,80.0,238.0,4.0,1.0
25570,20190129.0,0.0,Jump Shot,3.0,193.0,182.0,4.0,1.0
27564,20190317.0,1.0,Step Back Jump shot,3.0,-232.0,-1.0,4.0,1.0
27727,20190409.0,0.0,Pullup Jump shot,3.0,-161.0,198.0,4.0,1.0
28939,20190301.0,1.0,Pullup Jump shot,3.0,138.0,219.0,4.0,1.0
29029,20190312.0,1.0,Jump Shot,3.0,136.0,214.0,4.0,1.0
33134,20190226.0,0.0,Pullup Jump shot,3.0,-136.0,231.0,4.0,1.0
33653,20181026.0,0.0,Jump Shot,3.0,-151.0,197.0,4.0,1.0
34367,20190118.0,0.0,Pullup Jump shot,3.0,62.0,253.0,4.0,1.0
34394,20190121.0,0.0,Jump Shot,3.0,160.0,218.0,4.0,1.0
35106,20190410.0,0.0,Jump Shot,3.0,38.0,246.0,4.0,1.0
35638,20181128.0,1.0,Pullup Jump shot,3.0,-145.0,214.0,4.0,1.0
35811,20181217.0,1.0,Pullup Jump shot,3.0,-221.0,116.0,4.0,1.0
35830,20181219.0,0.0,Jump Shot,3.0,-141.0,201.0,4.0,1.0
36267,20190210.0,1.0,Pullup Jump shot,3.0,-156.0,204.0,4.0,1.0
37062,20181203.0,0.0,Jump Shot,3.0,214.0,139.0,4.0,1.0
37182,20190117.0,0.0,Pullup Jump shot,3.0,-63.0,266.0,4.0,1.0
