AA,A_GAME_DATE,D_SHOT_MADE,E_SHOT_TYPE,F_SHOT_SCORE,G_LOCX,H_LOCY,I_Streak,J_Count
498,20190109.0,0.0,Jump Shot,3.0,35.0,243.0,3.0,1.0
921,20190320.0,0.0,Jump Shot,3.0,-232.0,44.0,3.0,1.0
1214,20190205.0,1.0,Pullup Jump shot,3.0,125.0,257.0,3.0,1.0
1577,20181025.0,0.0,Jump Shot,3.0,-210.0,147.0,3.0,1.0
2336,20181114.0,1.0,Running Pull-Up Jump Shot,3.0,-87.0,229.0,3.0,1.0
2522,20190101.0,0.0,Jump Shot,3.0,-229.0,53.0,3.0,1.0
2892,20181107.0,1.0,Pullup Jump shot,3.0,131.0,234.0,3.0,1.0
3368,20181101.0,0.0,Jump Shot,3.0,215.0,120.0,3.0,1.0
3437,20181203.0,0.0,Jump Shot,3.0,-237.0,15.0,3.0,1.0
4411,20181029.0,1.0,Jump Shot,3.0,-237.0,-5.0,3.0,1.0
4829,20181121.0,1.0,Jump Shot,3.0,-233.0,110.0,3.0,1.0
4894,20181205.0,0.0,Jump Shot,3.0,231.0,72.0,3.0,1.0
4914,20181212.0,0.0,Jump Shot,3.0,-46.0,260.0,3.0,1.0
4953,20190211.0,1.0,Jump Shot,3.0,104.0,258.0,3.0,1.0
7001,20190202.0,0.0,Jump Shot,3.0,-227.0,-5.0,3.0,1.0
7273,20181102.0,0.0,Pullup Jump shot,3.0,-207.0,202.0,3.0,1.0
7322,20181107.0,0.0,Jump Shot,3.0,-80.0,246.0,3.0,1.0
8453,20190410.0,0.0,Step Back Bank Jump Shot,3.0,-165.0,195.0,3.0,1.0
9902,20190104.0,1.0,Jump Shot,3.0,210.0,122.0,3.0,1.0
9956,20190222.0,0.0,Jump Shot,3.0,-77.0,247.0,3.0,1.0
10904,20181227.0,0.0,Jump Shot,3.0,-226.0,74.0,3.0,1.0
10997,20190113.0,1.0,Pullup Jump shot,3.0,161.0,221.0,3.0,1.0
11395,20181129.0,1.0,Jump Shot,3.0,5.0,254.0,3.0,1.0
12401,20181226.0,0.0,Jump Shot,3.0,-225.0,33.0,3.0,1.0
13579,20190304.0,0.0,Jump Shot,3.0,-231.0,15.0,3.0,1.0
13866,20181121.0,1.0,Step Back Jump shot,3.0,-228.0,85.0,3.0,1.0
14098,20181219.0,0.0,Jump Shot,3.0,142.0,205.0,3.0,1.0
14149,20181226.0,0.0,Jump Shot,3.0,-192.0,158.0,3.0,1.0
14395,20190121.0,1.0,Pullup Jump shot,3.0,-100.0,281.0,3.0,1.0
14565,20190211.0,0.0,Jump Shot,3.0,19.0,263.0,3.0,1.0
14580,20190213.0,0.0,Jump Shot,3.0,93.0,245.0,3.0,1.0
14735,20190310.0,0.0,Jump Shot,3.0,112.0,236.0,3.0,1.0
14901,20190405.0,1.0,Jump Shot,3.0,-216.0,129.0,3.0,1.0
15199,20181018.0,0.0,Jump Shot,3.0,49.0,247.0,3.0,1.0
15319,20190109.0,0.0,Jump Shot,3.0,-161.0,183.0,3.0,1.0
15369,20190121.0,0.0,Jump Shot,3.0,51.0,284.0,3.0,1.0
16605,20190330.0,1.0,Jump Shot,3.0,-165.0,208.0,3.0,1.0
16857,20181121.0,0.0,Jump Shot,3.0,-195.0,146.0,3.0,1.0
16990,20181212.0,0.0,Jump Shot,3.0,-134.0,260.0,3.0,1.0
17043,20181219.0,0.0,Jump Shot,3.0,-159.0,210.0,3.0,1.0
17627,20190324.0,1.0,Jump Shot,3.0,41.0,263.0,3.0,1.0
17658,20190329.0,0.0,Jump Shot,3.0,-103.0,245.0,3.0,1.0
17927,20181022.0,0.0,Running Pull-Up Jump Shot,3.0,-171.0,183.0,3.0,1.0
18425,20181216.0,0.0,Jump Shot,3.0,-35.0,263.0,3.0,1.0
19267,20190316.0,0.0,Jump Shot,3.0,205.0,136.0,3.0,1.0
19271,20190316.0,0.0,Jump Shot,3.0,142.0,220.0,3.0,1.0
20594,20181024.0,1.0,Jump Shot,3.0,-129.0,232.0,3.0,1.0
20611,20181027.0,1.0,Jump Shot,3.0,181.0,184.0,3.0,1.0
20650,20181106.0,0.0,Jump Shot,3.0,-227.0,6.0,3.0,1.0
20661,20181110.0,1.0,Jump Shot,3.0,116.0,232.0,3.0,1.0
20681,20181111.0,1.0,Jump Shot,3.0,-167.0,224.0,3.0,1.0
20694,20181116.0,0.0,Jump Shot,3.0,-124.0,240.0,3.0,1.0
20904,20181229.0,0.0,Jump Shot,3.0,108.0,231.0,3.0,1.0
20915,20190101.0,0.0,Jump Shot,3.0,61.0,299.0,3.0,1.0
20923,20190101.0,0.0,Jump Shot,3.0,-202.0,248.0,3.0,1.0
21010,20190127.0,0.0,Jump Shot,3.0,112.0,246.0,3.0,1.0
22030,20181115.0,0.0,Running Pull-Up Jump Shot,3.0,-163.0,217.0,3.0,1.0
22049,20181119.0,1.0,Jump Shot,3.0,-74.0,259.0,3.0,1.0
22091,20181126.0,0.0,Jump Shot,3.0,-108.0,219.0,3.0,1.0
22315,20190112.0,0.0,Jump Shot,3.0,-167.0,184.0,3.0,1.0
22369,20190123.0,0.0,Jump Shot,3.0,-40.0,248.0,3.0,1.0
22646,20190403.0,0.0,Jump Shot,3.0,-169.0,172.0,3.0,1.0
22933,20181119.0,0.0,Running Pull-Up Jump Shot,3.0,167.0,193.0,3.0,1.0
23041,20181208.0,0.0,Pullup Jump shot,3.0,226.0,137.0,3.0,1.0
23065,20181210.0,1.0,Pullup Jump shot,3.0,214.0,125.0,3.0,1.0
23079,20181212.0,0.0,Pullup Jump shot,3.0,-149.0,215.0,3.0,1.0
23100,20181214.0,0.0,Jump Shot,3.0,100.0,230.0,3.0,1.0
23131,20181217.0,0.0,Jump Shot,3.0,-78.0,248.0,3.0,1.0
23182,20181221.0,0.0,Jump Shot,3.0,-12.0,246.0,3.0,1.0
23255,20190101.0,1.0,Jump Shot,3.0,-174.0,179.0,3.0,1.0
23287,20190103.0,0.0,Jump Shot,3.0,-3.0,257.0,3.0,1.0
23366,20190114.0,1.0,Jump Shot,3.0,-225.0,37.0,3.0,1.0
23398,20190119.0,1.0,Pullup Jump shot,3.0,-227.0,35.0,3.0,1.0
23454,20190125.0,0.0,Pullup Jump shot,3.0,73.0,241.0,3.0,1.0
23748,20190309.0,1.0,Pullup Jump shot,3.0,-201.0,168.0,3.0,1.0
23790,20190314.0,0.0,Pullup Jump shot,3.0,-179.0,188.0,3.0,1.0
24155,20181024.0,1.0,Jump Shot,3.0,197.0,174.0,3.0,1.0
24306,20190109.0,0.0,Jump Shot,3.0,226.0,35.0,3.0,1.0
24422,20190410.0,0.0,Jump Shot,3.0,33.0,251.0,3.0,1.0
24993,20181102.0,1.0,Jump Shot,3.0,169.0,204.0,3.0,1.0
25261,20181205.0,0.0,Jump Shot,3.0,25.0,281.0,3.0,1.0
25516,20190123.0,1.0,Jump Shot,3.0,172.0,204.0,3.0,1.0
25568,20190129.0,1.0,Jump Shot,3.0,232.0,4.0,3.0,1.0
26494,20190209.0,0.0,Jump Shot,3.0,190.0,159.0,3.0,1.0
26536,20190313.0,0.0,Pullup Jump shot,3.0,54.0,248.0,3.0,1.0
27187,20181117.0,0.0,Jump Shot,3.0,-147.0,215.0,3.0,1.0
27331,20181219.0,0.0,Step Back Jump shot,3.0,-112.0,252.0,3.0,1.0
27563,20190317.0,1.0,Step Back Jump shot,3.0,206.0,183.0,3.0,1.0
27726,20190409.0,1.0,Pullup Jump shot,3.0,126.0,229.0,3.0,1.0
27875,20181020.0,0.0,Jump Shot,3.0,123.0,217.0,3.0,1.0
28113,20181118.0,0.0,Pullup Jump shot,3.0,-152.0,202.0,3.0,1.0
28692,20190122.0,1.0,Pullup Jump shot,3.0,-176.0,181.0,3.0,1.0
28938,20190301.0,1.0,Pullup Jump shot,3.0,-119.0,219.0,3.0,1.0
29028,20190312.0,1.0,Jump Shot,3.0,76.0,247.0,3.0,1.0
29262,20190117.0,0.0,Jump Shot,3.0,-231.0,-4.0,3.0,1.0
29281,20190122.0,0.0,Jump Shot,3.0,105.0,227.0,3.0,1.0
29391,20190313.0,0.0,Jump Shot,3.0,138.0,220.0,3.0,1.0
31420,20190311.0,0.0,Fadeaway Jump Shot,3.0,213.0,171.0,3.0,1.0
31568,20190328.0,0.0,Pullup Jump shot,3.0,17.0,262.0,3.0,1.0
32748,20181107.0,0.0,Pullup Jump shot,3.0,-17.0,251.0,3.0,1.0
33123,20190222.0,0.0,Pullup Jump shot,3.0,-182.0,169.0,3.0,1.0
33133,20190226.0,1.0,Jump Shot,3.0,233.0,12.0,3.0,1.0
33504,20190317.0,0.0,Jump Shot,3.0,-20.0,263.0,3.0,1.0
33571,20190407.0,0.0,Jump Shot,3.0,225.0,141.0,3.0,1.0
33652,20181026.0,1.0,Step Back Jump shot,3.0,-143.0,200.0,3.0,1.0
33784,20181112.0,0.0,Jump Shot,3.0,66.0,247.0,3.0,1.0
34262,20190106.0,0.0,Jump Shot,3.0,64.0,246.0,3.0,1.0
34333,20190114.0,0.0,Jump Shot,3.0,180.0,172.0,3.0,1.0
34365,20190118.0,1.0,Jump Shot,3.0,-81.0,264.0,3.0,1.0
34385,20190121.0,0.0,Jump Shot,3.0,0.0,252.0,3.0,1.0
34393,20190121.0,1.0,Pullup Jump shot,3.0,-98.0,222.0,3.0,1.0
34449,20190128.0,0.0,Step Back Jump shot,3.0,-177.0,189.0,3.0,1.0
34550,20190206.0,0.0,Pullup Jump shot,3.0,-95.0,278.0,3.0,1.0
35065,20190403.0,0.0,Jump Shot,3.0,234.0,16.0,3.0,1.0
35105,20190410.0,1.0,Pullup Jump shot,3.0,-93.0,232.0,3.0,1.0
35637,20181128.0,1.0,Pullup Jump shot,3.0,-167.0,188.0,3.0,1.0
35809,20181217.0,1.0,Pullup Jump shot,3.0,9.0,253.0,3.0,1.0
35828,20181219.0,1.0,Jump Shot,3.0,74.0,241.0,3.0,1.0
36266,20190210.0,1.0,Fadeaway Jump Shot,3.0,-216.0,108.0,3.0,1.0
36398,20190301.0,0.0,Driving Floating Bank Jump Shot,3.0,133.0,689.0,3.0,1.0
36565,20190320.0,1.0,Pullup Jump shot,3.0,-68.0,293.0,3.0,1.0
36876,20190409.0,0.0,Jump Shot,3.0,130.0,228.0,3.0,1.0
37042,20181128.0,0.0,Jump Shot,3.0,143.0,235.0,3.0,1.0
37061,20181201.0,1.0,Jump Shot,3.0,64.0,248.0,3.0,1.0
37181,20190117.0,1.0,Jump Shot,3.0,99.0,245.0,3.0,1.0
37304,20190222.0,1.0,Pullup Jump shot,3.0,-177.0,188.0,3.0,1.0
37360,20190303.0,0.0,Turnaround Jump Shot,3.0,141.0,225.0,3.0,1.0
37540,20190401.0,0.0,Jump Shot,3.0,75.0,257.0,3.0,1.0
37827,20190207.0,1.0,Jump Shot,3.0,204.0,162.0,3.0,1.0
38115,20181120.0,0.0,Jump Shot,3.0,47.0,269.0,3.0,1.0
38515,20190213.0,1.0,Jump Shot,3.0,25.0,268.0,3.0,1.0
38805,20181017.0,0.0,Running Pull-Up Jump Shot,3.0,89.0,252.0,3.0,1.0
38832,20181024.0,1.0,Running Jump Shot,3.0,-149.0,226.0,3.0,1.0
38879,20181105.0,0.0,Jump Shot,3.0,160.0,190.0,3.0,1.0
39167,20190119.0,1.0,Jump Shot,3.0,-231.0,-8.0,3.0,1.0
39308,20190310.0,1.0,Jump Shot,3.0,200.0,151.0,3.0,1.0
39354,20190322.0,0.0,Jump Shot,3.0,-234.0,13.0,3.0,1.0
39378,20190328.0,0.0,Jump Shot,3.0,179.0,173.0,3.0,1.0
39387,20190401.0,1.0,Jump Shot,3.0,178.0,195.0,3.0,1.0
39414,20190407.0,0.0,Running Jump Shot,3.0,216.0,122.0,3.0,1.0
39489,20181119.0,1.0,Jump Shot,3.0,228.0,-16.0,3.0,1.0
39921,20181231.0,0.0,Jump Shot,3.0,-164.0,194.0,3.0,1.0
39928,20181231.0,0.0,Jump Shot,3.0,228.0,26.0,3.0,1.0
39956,20190111.0,0.0,Step Back Jump shot,3.0,130.0,228.0,3.0,1.0
40010,20190319.0,0.0,Jump Shot,3.0,-232.0,92.0,3.0,1.0
40029,20190324.0,1.0,Pullup Jump shot,3.0,-120.0,242.0,3.0,1.0
40034,20190326.0,0.0,Jump Shot,3.0,-219.0,139.0,3.0,1.0
40067,20190405.0,0.0,Jump Shot,3.0,-195.0,163.0,3.0,1.0
40075,20190409.0,0.0,Step Back Jump shot,3.0,-153.0,223.0,3.0,1.0
40535,20190211.0,1.0,Jump Shot,3.0,-172.0,194.0,3.0,1.0
40794,20181107.0,1.0,Jump Shot,3.0,187.0,161.0,3.0,1.0
41154,20190301.0,0.0,Jump Shot,3.0,-207.0,138.0,3.0,1.0
41534,20181231.0,1.0,Jump Shot,3.0,-121.0,243.0,3.0,1.0
42280,20181124.0,0.0,Jump Shot,3.0,136.0,243.0,3.0,1.0
42386,20181231.0,1.0,Jump Shot,3.0,140.0,241.0,3.0,1.0
42408,20190112.0,1.0,Jump Shot,3.0,105.0,231.0,3.0,1.0
42427,20190116.0,0.0,Jump Shot,3.0,176.0,187.0,3.0,1.0
42432,20190118.0,1.0,Jump Shot,3.0,-23.0,257.0,3.0,1.0
42510,20190212.0,1.0,Running Jump Shot,3.0,-234.0,8.0,3.0,1.0
42568,20190315.0,0.0,Jump Shot,3.0,-130.0,223.0,3.0,1.0
42610,20190326.0,0.0,Jump Shot,3.0,121.0,243.0,3.0,1.0
42619,20190328.0,0.0,Jump Shot,3.0,-175.0,195.0,3.0,1.0
42791,20181104.0,1.0,Jump Shot,3.0,-179.0,220.0,3.0,1.0
48171,20190407.0,0.0,Jump Shot,3.0,-169.0,216.0,3.0,1.0
48276,20181130.0,1.0,Jump Shot,3.0,232.0,15.0,3.0,1.0
48658,20190306.0,0.0,Jump Shot,3.0,-226.0,-16.0,3.0,1.0
48718,20190322.0,0.0,Jump Shot,3.0,228.0,47.0,3.0,1.0
49427,20190115.0,0.0,Pullup Jump shot,3.0,68.0,241.0,3.0,1.0
49521,20190201.0,1.0,Jump Shot,3.0,-160.0,209.0,3.0,1.0
49930,20190410.0,1.0,Pullup Jump shot,3.0,-102.0,252.0,3.0,1.0
51772,20181107.0,1.0,Step Back Jump shot,3.0,214.0,131.0,3.0,1.0
52933,20181017.0,1.0,Step Back Jump shot,3.0,-75.0,239.0,3.0,1.0
54217,20181128.0,1.0,Jump Shot,3.0,63.0,241.0,3.0,1.0
54474,20190331.0,1.0,Jump Shot,3.0,-133.0,242.0,3.0,1.0
54967,20181228.0,0.0,Jump Shot,3.0,226.0,37.0,3.0,1.0
54992,20190104.0,0.0,Jump Shot,3.0,89.0,260.0,3.0,1.0
55029,20190111.0,0.0,Jump Shot,3.0,11.0,253.0,3.0,1.0
55123,20190209.0,0.0,Jump Shot,3.0,4.0,262.0,3.0,1.0
55145,20190214.0,1.0,Jump Shot,3.0,230.0,57.0,3.0,1.0
55393,20181229.0,0.0,Running Jump Shot,3.0,163.0,189.0,3.0,1.0
55730,20190317.0,1.0,Jump Shot,3.0,-229.0,58.0,3.0,1.0
55804,20190328.0,0.0,Jump Shot,3.0,-161.0,218.0,3.0,1.0
55878,20190405.0,0.0,Jump Shot,3.0,111.0,237.0,3.0,1.0
57298,20181121.0,0.0,Pullup Jump shot,3.0,154.0,207.0,3.0,1.0
57844,20190123.0,0.0,Jump Shot,3.0,-144.0,230.0,3.0,1.0
58716,20181106.0,0.0,Jump Shot,3.0,226.0,-17.0,3.0,1.0
59285,20181129.0,1.0,Jump Shot,3.0,-229.0,57.0,3.0,1.0
59332,20181216.0,0.0,Jump Shot,3.0,-231.0,-20.0,3.0,1.0
60465,20190324.0,0.0,Jump Shot,3.0,-241.0,95.0,3.0,1.0
60980,20190306.0,1.0,Jump Shot,3.0,-177.0,195.0,3.0,1.0
61172,20181027.0,0.0,Jump Shot,3.0,-25.0,247.0,3.0,1.0
61380,20181216.0,0.0,Jump Shot,3.0,198.0,148.0,3.0,1.0
61638,20190208.0,0.0,Pullup Jump shot,3.0,-15.0,251.0,3.0,1.0
62044,20190409.0,0.0,Jump Shot,3.0,-232.0,-1.0,3.0,1.0
62169,20181031.0,0.0,Pullup Jump shot,3.0,-200.0,152.0,3.0,1.0
63500,20181028.0,0.0,Jump Shot,3.0,-138.0,205.0,3.0,1.0
64285,20190224.0,0.0,Jump Shot,3.0,-144.0,205.0,3.0,1.0
66391,20181124.0,0.0,Jump Shot,3.0,-202.0,230.0,3.0,1.0
66666,20190119.0,1.0,Jump Shot,3.0,202.0,161.0,3.0,1.0
66886,20190303.0,1.0,Jump Shot,3.0,-150.0,230.0,3.0,1.0
66915,20190308.0,0.0,Jump Shot,3.0,166.0,218.0,3.0,1.0
66997,20190319.0,0.0,Jump Shot,3.0,140.0,221.0,3.0,1.0
67018,20190324.0,1.0,Jump Shot,3.0,27.0,264.0,3.0,1.0
67051,20190330.0,0.0,Jump Shot,3.0,-171.0,190.0,3.0,1.0
67065,20190402.0,0.0,Jump Shot,3.0,12.0,247.0,3.0,1.0
67094,20190407.0,0.0,Jump Shot,3.0,229.0,25.0,3.0,1.0
67100,20190409.0,0.0,Jump Shot,3.0,-164.0,204.0,3.0,1.0
67439,20190317.0,1.0,Jump Shot,3.0,244.0,32.0,3.0,1.0
67838,20181205.0,1.0,Jump Shot,3.0,-228.0,28.0,3.0,1.0
68351,20190305.0,1.0,Jump Shot,3.0,-164.0,202.0,3.0,1.0
68417,20190320.0,1.0,Jump Shot,3.0,83.0,247.0,3.0,1.0
69516,20181205.0,0.0,Jump Shot,3.0,-154.0,206.0,3.0,1.0
70361,20181129.0,0.0,Pullup Jump shot,3.0,-148.0,244.0,3.0,1.0
70482,20181226.0,0.0,Jump Shot,3.0,-230.0,-2.0,3.0,1.0
71009,20190111.0,0.0,Jump Shot,3.0,226.0,140.0,3.0,1.0
71059,20181017.0,1.0,Jump Shot,3.0,-167.0,227.0,3.0,1.0
71069,20181019.0,1.0,Jump Shot,3.0,226.0,14.0,3.0,1.0
71173,20181116.0,0.0,Jump Shot,3.0,224.0,10.0,3.0,1.0
71275,20181214.0,0.0,Jump Shot,3.0,-230.0,27.0,3.0,1.0
71327,20181226.0,0.0,Jump Shot,3.0,-11.0,250.0,3.0,1.0
71508,20190326.0,0.0,Jump Shot,3.0,230.0,56.0,3.0,1.0
71537,20190405.0,0.0,Jump Shot,3.0,-213.0,144.0,3.0,1.0
71595,20181115.0,0.0,Jump Shot,3.0,188.0,190.0,3.0,1.0
72879,20190316.0,0.0,Jump Shot,3.0,-188.0,168.0,3.0,1.0
73037,20181117.0,1.0,Jump Shot,3.0,237.0,92.0,3.0,1.0
73101,20181215.0,1.0,Jump Shot,3.0,-228.0,15.0,3.0,1.0
73129,20181222.0,1.0,Jump Shot,3.0,60.0,246.0,3.0,1.0
73159,20181231.0,0.0,Jump Shot,3.0,109.0,226.0,3.0,1.0
73175,20190103.0,0.0,Jump Shot,3.0,223.0,116.0,3.0,1.0
73192,20190107.0,0.0,Pullup Jump shot,3.0,122.0,214.0,3.0,1.0
73236,20190114.0,0.0,Pullup Jump shot,3.0,62.0,253.0,3.0,1.0
73326,20190204.0,0.0,Running Pull-Up Jump Shot,3.0,-199.0,150.0,3.0,1.0
73498,20190320.0,0.0,Jump Shot,3.0,-114.0,227.0,3.0,1.0
73506,20190405.0,0.0,Step Back Jump shot,3.0,81.0,246.0,3.0,1.0
73524,20190409.0,0.0,Pullup Jump shot,3.0,239.0,-5.0,3.0,1.0
75160,20190227.0,1.0,Jump Shot,3.0,-149.0,210.0,3.0,1.0
75249,20190320.0,0.0,Step Back Jump shot,3.0,24.0,264.0,3.0,1.0
77471,20181231.0,1.0,Jump Shot,3.0,-69.0,243.0,3.0,1.0
77501,20190105.0,0.0,Step Back Jump shot,3.0,-9.0,263.0,3.0,1.0
79316,20190204.0,0.0,Jump Shot,3.0,-225.0,-6.0,3.0,1.0
79508,20190407.0,0.0,Jump Shot,3.0,173.0,181.0,3.0,1.0
79664,20181021.0,1.0,Jump Shot,3.0,193.0,154.0,3.0,1.0
82944,20181031.0,0.0,Jump Shot,3.0,-101.0,249.0,3.0,1.0
82955,20181103.0,0.0,Jump Shot,3.0,129.0,212.0,3.0,1.0
83113,20181130.0,0.0,Jump Shot,3.0,226.0,36.0,3.0,1.0
83163,20181212.0,0.0,Jump Shot,3.0,-196.0,150.0,3.0,1.0
83189,20181219.0,0.0,Jump Shot,3.0,159.0,235.0,3.0,1.0
83447,20190222.0,0.0,Jump Shot,3.0,163.0,194.0,3.0,1.0
83503,20190304.0,1.0,Jump Shot,3.0,-118.0,216.0,3.0,1.0
83569,20190318.0,0.0,Jump Shot,3.0,154.0,201.0,3.0,1.0
84174,20181206.0,0.0,Jump Shot,3.0,147.0,202.0,3.0,1.0
84267,20190118.0,1.0,Jump Shot,3.0,-149.0,239.0,3.0,1.0
84453,20190320.0,0.0,Jump Shot,3.0,229.0,42.0,3.0,1.0
85215,20190312.0,0.0,Pullup Jump shot,3.0,-152.0,203.0,3.0,1.0
85295,20190326.0,0.0,Jump Shot,3.0,-226.0,9.0,3.0,1.0
85444,20181027.0,0.0,Pullup Jump shot,3.0,-67.0,242.0,3.0,1.0
85516,20181125.0,0.0,Jump Shot,3.0,195.0,178.0,3.0,1.0
85864,20190409.0,0.0,Pullup Jump shot,3.0,13.0,263.0,3.0,1.0
86593,20190117.0,1.0,Step Back Jump shot,3.0,-148.0,220.0,3.0,1.0
87429,20181103.0,0.0,Step Back Jump shot,3.0,-97.0,253.0,3.0,1.0
87503,20181111.0,1.0,Pullup Jump shot,3.0,-2.0,292.0,3.0,1.0
87568,20181117.0,0.0,Step Back Jump shot,3.0,-91.0,247.0,3.0,1.0
87670,20181126.0,0.0,Jump Shot,3.0,-177.0,259.0,3.0,1.0
87996,20181227.0,0.0,Step Back Jump shot,3.0,115.0,274.0,3.0,1.0
88010,20181227.0,1.0,Step Back Jump shot,3.0,-95.0,254.0,3.0,1.0
88322,20190119.0,1.0,Step Back Jump shot,3.0,-100.0,241.0,3.0,1.0
88560,20190206.0,1.0,Step Back Jump shot,3.0,-212.0,132.0,3.0,1.0
88620,20190213.0,1.0,Jump Shot,3.0,2.0,249.0,3.0,1.0
88651,20190213.0,0.0,Step Back Jump shot,3.0,67.0,264.0,3.0,1.0
89009,20190320.0,1.0,Step Back Jump shot,3.0,92.0,243.0,3.0,1.0
89162,20190402.0,0.0,Jump Shot,3.0,14.0,270.0,3.0,1.0
89168,20190402.0,1.0,Jump Shot,3.0,-124.0,226.0,3.0,1.0
89978,20190213.0,0.0,Jump Shot,3.0,112.0,218.0,3.0,1.0
90154,20181026.0,0.0,Jump Shot,3.0,81.0,237.0,3.0,1.0
90684,20181123.0,0.0,Jump Shot,3.0,227.0,-4.0,3.0,1.0
90702,20181125.0,1.0,Jump Shot,3.0,234.0,-13.0,3.0,1.0
91139,20181219.0,0.0,Jump Shot,3.0,-111.0,234.0,3.0,1.0
93305,20190311.0,0.0,Jump Shot,3.0,176.0,200.0,3.0,1.0
93592,20181111.0,1.0,Pullup Jump shot,3.0,154.0,198.0,3.0,1.0
93724,20181201.0,0.0,Pullup Jump shot,3.0,225.0,67.0,3.0,1.0
94561,20181112.0,0.0,Jump Shot,3.0,-101.0,248.0,3.0,1.0
94637,20181208.0,1.0,Jump Shot,3.0,27.0,249.0,3.0,1.0
94664,20181216.0,1.0,Jump Shot,3.0,228.0,37.0,3.0,1.0
94858,20190125.0,0.0,Jump Shot,3.0,157.0,217.0,3.0,1.0
94870,20190127.0,0.0,Pullup Jump shot,3.0,-81.0,243.0,3.0,1.0
95864,20181222.0,0.0,Jump Shot,3.0,-223.0,13.0,3.0,1.0
96355,20190402.0,0.0,Jump Shot,3.0,226.0,59.0,3.0,1.0
97530,20181121.0,1.0,Jump Shot,3.0,230.0,78.0,3.0,1.0
98355,20190127.0,1.0,Jump Shot,3.0,116.0,224.0,3.0,1.0
98674,20190410.0,1.0,Pullup Jump shot,3.0,-31.0,251.0,3.0,1.0
98968,20181125.0,1.0,Step Back Jump shot,3.0,194.0,179.0,3.0,1.0
99651,20181020.0,1.0,Jump Shot,3.0,-230.0,82.0,3.0,1.0
99695,20181024.0,0.0,Jump Shot,3.0,74.0,259.0,3.0,1.0
99809,20181110.0,0.0,Pullup Jump shot,3.0,131.0,212.0,3.0,1.0
100228,20190117.0,1.0,Jump Shot,3.0,-206.0,178.0,3.0,1.0
