AA,A_GAME_DATE,D_SHOT_MADE,E_SHOT_TYPE,F_SHOT_SCORE,G_LOCX,H_LOCY,I_Streak,J_Count
85861,20190409.0,1.0,Jump Shot,3.0,185.0,157.0,5.0,1.0
86594,20190117.0,0.0,Jump Shot,3.0,-104.0,273.0,5.0,1.0
90703,20181127.0,0.0,Turnaround Hook Shot,2.0,28.0,38.0,5.0,1.0
93593,20181111.0,0.0,Fadeaway Jump Shot,2.0,107.0,82.0,5.0,1.0
95480,20190222.0,0.0,Jump Shot,3.0,-97.0,227.0,5.0,1.0
95864,20181222.0,0.0,Jump Shot,3.0,-223.0,13.0,5.0,1.0
97528,20181121.0,1.0,Jump Shot,2.0,93.0,169.0,5.0,1.0
97653,20190108.0,0.0,Jump Shot,3.0,207.0,140.0,5.0,1.0
98355,20190127.0,1.0,Jump Shot,3.0,116.0,224.0,5.0,1.0
98676,20190410.0,0.0,Pullup Jump shot,3.0,-120.0,243.0,5.0,1.0
98968,20181125.0,1.0,Step Back Jump shot,3.0,194.0,179.0,5.0,1.0
99808,20181110.0,1.0,Running Jump Shot,3.0,201.0,157.0,5.0,1.0
100564,20190328.0,0.0,Running Jump Shot,3.0,-85.0,251.0,5.0,1.0
100645,20190406.0,0.0,Jump Shot,3.0,-3.0,253.0,5.0,1.0
100885,20190330.0,0.0,Jump Shot,3.0,-178.0,192.0,5.0,1.0
101197,20181221.0,0.0,Turnaround Jump Shot,2.0,11.0,61.0,5.0,1.0
101657,20181017.0,1.0,Jump Shot,3.0,-134.0,226.0,5.0,1.0
101780,20181109.0,0.0,Running Jump Shot,3.0,-188.0,170.0,5.0,1.0
102220,20190227.0,1.0,Step Back Jump shot,3.0,168.0,186.0,5.0,1.0
102412,20190403.0,0.0,Step Back Jump shot,3.0,105.0,235.0,5.0,1.0
102500,20181020.0,0.0,Turnaround Fadeaway shot,2.0,21.0,138.0,5.0,1.0
102524,20181023.0,0.0,Jump Shot,3.0,-50.0,260.0,5.0,1.0
103629,20190404.0,0.0,Jump Shot,2.0,-18.0,105.0,5.0,1.0
106189,20181123.0,1.0,Floating Jump shot,2.0,-29.0,91.0,5.0,1.0
106354,20190302.0,1.0,Jump Shot,2.0,-157.0,137.0,5.0,1.0
106436,20190320.0,1.0,Turnaround Fadeaway shot,2.0,-74.0,7.0,5.0,1.0
108218,20181226.0,1.0,Jump Shot,3.0,-148.0,212.0,5.0,1.0
108836,20190401.0,0.0,Step Back Jump shot,2.0,6.0,114.0,5.0,1.0
111037,20181024.0,1.0,Jump Shot,3.0,-161.0,196.0,5.0,1.0
112490,20181203.0,0.0,Jump Shot,2.0,1.0,114.0,5.0,1.0
113712,20181107.0,0.0,Jump Shot,2.0,17.0,64.0,5.0,1.0
114998,20181116.0,0.0,Jump Shot,3.0,-240.0,-15.0,5.0,1.0
116297,20181207.0,0.0,Step Back Jump shot,2.0,-98.0,47.0,5.0,1.0
116375,20181223.0,0.0,Driving Floating Jump Shot,2.0,70.0,92.0,5.0,1.0
117520,20190225.0,0.0,Hook Shot,2.0,-44.0,95.0,5.0,1.0
118253,20181212.0,0.0,Hook Shot,2.0,-72.0,42.0,5.0,1.0
118773,20190225.0,0.0,Jump Shot,3.0,-41.0,248.0,5.0,1.0
120048,20190308.0,0.0,Pullup Jump shot,3.0,143.0,223.0,5.0,1.0
122535,20181231.0,0.0,Jump Shot,3.0,-10.0,250.0,5.0,1.0
123000,20190223.0,0.0,Jump Shot,3.0,105.0,228.0,5.0,1.0
123168,20190311.0,1.0,Pullup Jump shot,2.0,-18.0,27.0,5.0,1.0
123398,20190403.0,0.0,Pullup Jump shot,2.0,142.0,122.0,5.0,1.0
125728,20181112.0,1.0,Pullup Jump shot,2.0,146.0,50.0,5.0,1.0
125961,20181129.0,0.0,Turnaround Fadeaway shot,2.0,-155.0,20.0,5.0,1.0
126328,20190115.0,1.0,Jump Shot,3.0,-138.0,206.0,5.0,1.0
126369,20190118.0,0.0,Jump Shot,3.0,230.0,95.0,5.0,1.0
126491,20190206.0,0.0,Jump Shot,3.0,-203.0,162.0,5.0,1.0
126531,20190210.0,1.0,Step Back Jump shot,3.0,79.0,274.0,5.0,1.0
126603,20190223.0,0.0,Jump Shot,2.0,-147.0,126.0,5.0,1.0
126727,20190318.0,0.0,Jump Shot,3.0,-223.0,126.0,5.0,1.0
126796,20190327.0,1.0,Jump Shot,2.0,144.0,129.0,5.0,1.0
127301,20190210.0,0.0,Pullup Jump shot,3.0,151.0,204.0,5.0,1.0
129270,20181022.0,0.0,Jump Shot,3.0,-22.0,265.0,5.0,1.0
129485,20181124.0,0.0,Jump Shot,3.0,184.0,183.0,5.0,1.0
129694,20181229.0,1.0,Jump Shot,3.0,-198.0,180.0,5.0,1.0
129723,20190104.0,1.0,Jump Shot,3.0,-81.0,256.0,5.0,1.0
129905,20190202.0,0.0,Jump Shot,3.0,-204.0,157.0,5.0,1.0
130014,20190223.0,0.0,Jump Shot,3.0,-245.0,16.0,5.0,1.0
130296,20190328.0,1.0,Jump Shot,2.0,128.0,6.0,5.0,1.0
130568,20181029.0,1.0,Jump Shot,3.0,89.0,238.0,5.0,1.0
130648,20181108.0,0.0,Pullup Jump shot,2.0,8.0,166.0,5.0,1.0
130895,20181129.0,0.0,Driving Floating Jump Shot,2.0,35.0,89.0,5.0,1.0
131318,20190121.0,1.0,Jump Shot,3.0,195.0,184.0,5.0,1.0
131397,20190206.0,1.0,Jump Shot,3.0,-237.0,29.0,5.0,1.0
131435,20190210.0,0.0,Jump Shot,3.0,-124.0,221.0,5.0,1.0
