AA,A_GAME_DATE,D_SHOT_MADE,E_SHOT_TYPE,F_SHOT_SCORE,G_LOCX,H_LOCY,I_Streak,J_Count
28750,20190130.0,0.0,Jump Shot,3.0,-185.0,157.0,8.0,1.0
29030,20190312.0,0.0,Pullup Jump shot,2.0,118.0,111.0,8.0,1.0
49521,20190201.0,1.0,Jump Shot,3.0,-160.0,209.0,8.0,1.0
85864,20190409.0,0.0,Pullup Jump shot,3.0,13.0,263.0,8.0,1.0
97532,20181123.0,1.0,Step Back Jump shot,2.0,81.0,124.0,8.0,1.0
123171,20190311.0,1.0,Pullup Jump shot,3.0,92.0,254.0,8.0,1.0
129698,20181229.0,0.0,Jump Shot,3.0,92.0,251.0,8.0,1.0
131322,20190121.0,1.0,Jump Shot,3.0,201.0,180.0,8.0,1.0
135955,20190119.0,0.0,Fadeaway Jump Shot,2.0,127.0,51.0,8.0,1.0
177844,20190129.0,1.0,Floating Jump shot,2.0,-58.0,99.0,8.0,1.0
22680,2017-04-02,0.0,Jump Shot,3.0,28.0,257.0,8.0,1.0
28525,2017-03-11,0.0,Driving Floating Jump Shot,2.0,-30.0,18.0,8.0,1.0
89441,2017-03-11,0.0,Jump Shot,2.0,173.0,16.0,8.0,1.0
97074,2016-10-25,1.0,Jump Shot,3.0,-6.0,257.0,8.0,1.0
114054,2017-04-04,0.0,Jump Shot,3.0,-202.0,175.0,8.0,1.0
166672,2017-03-08,0.0,Floating Jump Shot,2.0,-45.0,98.0,8.0,1.0
