AA,A_GAME_DATE,D_SHOT_MADE,E_SHOT_TYPE,F_SHOT_SCORE,G_LOCX,H_LOCY,I_Streak,J_Count
30750,20181130.0,0.0,Pullup Jump shot,2.0,143.0,8.0,2.0,1.0
30756,20181201.0,0.0,Pullup Jump shot,2.0,-87.0,149.0,2.0,1.0
30793,20181205.0,0.0,Pullup Jump shot,2.0,-58.0,180.0,2.0,1.0
30860,20181212.0,0.0,Jump Shot,2.0,35.0,143.0,2.0,1.0
30883,20181216.0,0.0,Pullup Jump shot,2.0,-105.0,179.0,2.0,1.0
30932,20181221.0,0.0,Pullup Jump shot,2.0,-117.0,50.0,2.0,1.0
30983,20181229.0,0.0,Pullup Jump shot,2.0,59.0,152.0,2.0,1.0
31067,20190113.0,0.0,Pullup Jump shot,2.0,36.0,209.0,2.0,1.0
31082,20190116.0,0.0,Pullup Jump shot,2.0,5.0,147.0,2.0,1.0
31176,20190129.0,0.0,Driving Floating Jump Shot,2.0,85.0,74.0,2.0,1.0
